Rk,Date,Tm,Opp,Result,Player,Dist,Good.,Blk.
12,2012-10-25,MIN,TAM,L 17-36,Blair Walsh,51,Y,N
13,2012-10-28,DAL,NYG,L 24-29,Dan Bailey,51,Y,N
14,2012-11-04,NYG,PIT,L 20-24,Lawrence Tynes,51,N,N
15,2012-11-11,CHI,HOU,L 6-13,Robbie Gould,51,Y,N
16,2012-11-18,ATL,ARI,W 23-19,Matt Bryant,51,Y,N
17,2012-11-18,NYJ,STL,W 27-13,Nick Folk,51,Y,N
18,2012-11-18,CLE,DAL,L 20-23,Phil Dawson,51,Y,N
19,2012-11-18,TAM,CAR,W 27-21,Connor Barth,51,Y,N
20,2012-11-18,NYJ,STL,W 27-13,Nick Folk,51,Y,N
21,2012-11-22,HOU,DET,W 34-31,Shayne Graham,51,N,N
22,2012-11-22,DAL,WAS,L 31-38,Dan Bailey,51,Y,N
23,2012-12-02,OAK,CLE,L 17-20,Sebastian Janikowski,51,Y,N
24,2012-12-02,SFO,STL,L 13-16,David Akers,51,N,N
25,2012-12-09,SDG,PIT,W 34-24,Nick Novak,51,Y,N
26,2012-12-09,DET,GNB,L 20-27,Jason Hanson,51,N,N
27,2012-12-09,GNB,DET,W 27-20,Mason Crosby,51,N,N
28,2012-12-16,MIN,STL,W 36-22,Blair Walsh,51,Y,N
29,2012-12-16,OAK,KAN,W 15-0,Sebastian Janikowski,51,N,N
30,2012-12-16,ARI,DET,W 38-10,Jay Feely,51,Y,N
31,2012-12-23,HOU,MIN,L 6-23,Shayne Graham,51,Y,N
32,2012-12-23,CAR,OAK,W 17-6,Graham Gano,51,Y,N
33,2012-12-23,SDG,NYJ,W 27-17,Nick Novak,51,Y,N
34,2012-12-30,CLE,PIT,L 10-24,Phil Dawson,51,Y,N
35,2012-12-30,GNB,MIN,L 34-37,Mason Crosby,51,Y,N
36,2012-12-30,STL,SEA,L 13-20,Greg Zuerlein,51,N,N
37,2012-12-30,HOU,IND,L 16-28,Shayne Graham,51,Y,N
1,2012-09-09,SEA,ARI,L 16-20,Stephen Hauschka,50,N,Y
2,2012-09-16,CLE,CIN,L 27-34,Phil Dawson,50,Y,N
3,2012-09-27,CLE,BAL,L 16-23,Phil Dawson,50,Y,N
4,2012-09-30,TAM,WAS,L 22-24,Connor Barth,50,Y,N
5,2012-10-07,IND,GNB,W 30-27,Adam Vinatieri,50,Y,N
6,2012-10-14,IND,NYJ,L 9-35,Adam Vinatieri,50,Y,N
7,2012-10-14,WAS,MIN,W 38-26,Kai Forbath,50,Y,N
8,2012-10-21,JAX,OAK,L 23-26,Josh Scobee,50,Y,N
9,2012-10-21,STL,GNB,L 20-30,Greg Zuerlein,50,Y,N
10,2012-11-04,NYG,PIT,L 20-24,Lawrence Tynes,50,Y,N
11,2012-11-04,CAR,WAS,W 21-13,Justin Medlock,50,N,Y
12,2012-11-15,MIA,BUF,L 14-19,Dan Carpenter,50,N,N
13,2012-11-18,HOU,JAX,W 43-37,Shayne Graham,50,N,N
14,2012-11-18,GNB,DET,W 24-20,Mason Crosby,50,N,N
15,2012-11-18,CIN,KAN,W 28-6,Mike Nugent,50,N,N
16,2012-11-25,SFO,NOR,W 31-21,David Akers,50,N,N
17,2012-12-02,BUF,JAX,W 34-18,Rian Lindell,50,Y,N
18,2012-12-02,TAM,DEN,L 23-31,Connor Barth,50,Y,N
19,2012-12-02,HOU,TEN,W 24-10,Shayne Graham,50,Y,N
20,2012-12-16,DAL,PIT,W 27-24,Dan Bailey,50,Y,N
21,2012-12-16,MIN,STL,W 36-22,Blair Walsh,50,Y,N
22,2012-12-16,HOU,IND,W 29-17,Shayne Graham,50,N,N
23,2012-12-16,OAK,KAN,W 15-0,Sebastian Janikowski,50,Y,N
24,2012-12-30,BUF,NYJ,W 28-9,Rian Lindell,50,N,N
1,2012-09-20,NYG,CAR,W 36-7,Lawrence Tynes,49,Y,N
2,2012-09-23,NWE,BAL,L 30-31,Stephen Gostkowski,49,Y,N
3,2012-09-30,MIN,DET,W 20-13,Blair Walsh,49,Y,N
4,2012-09-30,NWE,BUF,W 52-28,Stephen Gostkowski,49,N,N
5,2012-10-14,ARI,BUF,L 16-19,Jay Feely,49,Y,N
6,2012-10-14,PHI,DET,L 23-26,Alex Henery,49,Y,N
7,2012-10-14,ARI,BUF,L 16-19,Jay Feely,49,Y,N
8,2012-10-21,DAL,CAR,W 19-14,Dan Bailey,49,Y,N
9,2012-11-01,KAN,SDG,L 13-31,Ryan Succop,49,Y,N
10,2012-11-04,CIN,DEN,L 23-31,Mike Nugent,49,Y,N
11,2012-11-25,KAN,DEN,L 9-17,Ryan Succop,49,Y,N
12,2012-12-02,NWE,MIA,W 23-16,Stephen Gostkowski,49,N,N
13,2012-12-09,PIT,SDG,L 24-34,Shaun Suisham,49,Y,N
14,2012-12-09,WAS,BAL,W 31-28,Kai Forbath,49,Y,N
15,2012-12-09,GNB,DET,W 27-20,Mason Crosby,49,Y,N
16,2012-12-23,NWE,JAX,W 23-16,Stephen Gostkowski,49,Y,N
17,2012-12-23,ARI,CHI,L 13-28,Jay Feely,49,Y,N
18,2012-12-23,TAM,STL,L 13-28,Connor Barth,49,Y,N
19,2012-12-30,SEA,STL,W 20-13,Stephen Hauschka,49,Y,N
20,2012-12-30,BAL,CIN,L 17-23,Justin Tucker,49,Y,N
21,2013-01-13,ATL,SEA,W 30-28,Matt Bryant,49,Y,N
1,2012-09-09,STL,DET,L 23-27,Greg Zuerlein,48,Y,N
2,2012-09-13,GNB,CHI,W 23-10,Mason Crosby,48,Y,N
3,2012-09-16,BAL,PHI,L 23-24,Justin Tucker,48,Y,N
4,2012-09-16,SFO,DET,W 27-19,David Akers,48,Y,N
5,2012-09-16,DET,SFO,L 19-27,Jason Hanson,48,Y,N
6,2012-09-23,MIA,NYJ,L 20-23,Dan Carpenter,48,N,N
7,2012-09-23,TEN,DET,W 44-41,Rob Bironas,48,N,N
8,2012-09-30,PHI,NYG,W 19-17,Alex Henery,48,Y,N
9,2012-09-30,NOR,GNB,L 27-28,Garrett Hartley,48,N,N
10,2012-09-30,STL,SEA,W 19-13,Greg Zuerlein,48,Y,N
11,2012-10-14,STL,MIA,L 14-17,Greg Zuerlein,48,Y,N
12,2012-10-21,CIN,PIT,L 17-24,Mike Nugent,48,Y,N
13,2012-10-21,NWE,NYJ,W 29-26,Stephen Gostkowski,48,Y,N
14,2012-10-21,GNB,STL,W 30-20,Mason Crosby,48,Y,N
15,2012-10-28,WAS,PIT,L 12-27,Kai Forbath,48,Y,N
16,2012-10-28,PIT,WAS,W 27-12,Shaun Suisham,48,Y,N
17,2012-11-04,IND,MIA,W 23-20,Adam Vinatieri,48,N,N
18,2012-11-11,NWE,BUF,W 37-31,Stephen Gostkowski,48,Y,N
19,2012-11-11,MIN,DET,W 34-24,Blair Walsh,48,Y,N
20,2012-11-11,BAL,OAK,W 55-20,Justin Tucker,48,Y,N
21,2012-11-11,CHI,HOU,L 6-13,Robbie Gould,48,N,N
22,2012-11-18,ATL,ARI,W 23-19,Matt Bryant,48,Y,N
23,2012-11-18,ARI,ATL,L 19-23,Jay Feely,48,Y,N
24,2012-11-22,WAS,DAL,W 38-31,Kai Forbath,48,Y,N
25,2012-11-25,TAM,ATL,L 23-24,Connor Barth,48,Y,N
26,2012-11-25,CIN,OAK,W 34-10,Mike Nugent,48,N,N
27,2012-11-25,ATL,TAM,W 24-23,Matt Bryant,48,N,N
28,2012-12-02,DET,IND,L 33-35,Jason Hanson,48,Y,N
29,2012-12-02,ARI,NYJ,L 6-7,Jay Feely,48,Y,N
30,2012-12-09,WAS,BAL,W 31-28,Kai Forbath,48,Y,N
31,2012-12-23,CAR,OAK,W 17-6,Graham Gano,48,N,N
32,2012-12-23,IND,KAN,W 20-13,Adam Vinatieri,48,Y,N
33,2012-12-23,GNB,TEN,W 55-7,Mason Crosby,48,Y,N
34,2012-12-30,DAL,WAS,L 18-28,Dan Bailey,48,Y,N
35,2012-12-30,TEN,JAX,W 38-20,Rob Bironas,48,Y,N
36,2012-12-30,TAM,ATL,W 22-17,Connor Barth,48,Y,N
37,2013-01-05,HOU,CIN,W 19-13,Shayne Graham,48,Y,N
1,2012-09-09,JAX,MIN,L 23-26,Josh Scobee,47,Y,N
2,2012-09-09,SEA,ARI,L 16-20,Stephen Hauschka,47,Y,N
3,2012-09-16,ARI,NWE,W 20-18,Jay Feely,47,Y,N
4,2012-09-20,NYG,CAR,W 36-7,Lawrence Tynes,47,Y,N
5,2012-09-23,CIN,WAS,W 38-31,Mike Nugent,47,Y,N
6,2012-09-23,ARI,PHI,W 27-6,Jay Feely,47,Y,N
7,2012-09-23,DET,TEN,L 41-44,Jason Hanson,47,Y,N
8,2012-09-23,MIA,NYJ,L 20-23,Dan Carpenter,47,N,N
9,2012-09-23,JAX,IND,W 22-17,Josh Scobee,47,Y,N
10,2012-09-27,BAL,CLE,W 23-16,Justin Tucker,47,N,N
11,2012-09-30,TAM,WAS,L 22-24,Connor Barth,47,Y,N
12,2012-09-30,SDG,KAN,W 37-20,Nick Novak,47,Y,N
13,2012-10-11,TEN,PIT,W 26-23,Rob Bironas,47,Y,N
14,2012-10-14,IND,NYJ,L 9-35,Adam Vinatieri,47,Y,N
15,2012-10-21,GNB,STL,W 30-20,Mason Crosby,47,Y,N
16,2012-10-21,PIT,CIN,W 24-17,Shaun Suisham,47,Y,N
17,2012-10-21,ARI,MIN,L 14-21,Jay Feely,47,N,N
18,2012-10-22,CHI,DET,W 13-7,Robbie Gould,47,N,Y
19,2012-11-04,DET,JAX,W 31-14,Jason Hanson,47,N,N
20,2012-11-04,IND,MIA,W 23-20,Adam Vinatieri,47,Y,N
21,2012-11-04,WAS,CAR,L 13-21,Kai Forbath,47,Y,N
22,2012-11-11,OAK,BAL,L 20-55,Sebastian Janikowski,47,Y,N
23,2012-11-18,NOR,OAK,W 38-17,Garrett Hartley,47,Y,N
24,2012-11-18,IND,NWE,L 24-59,Adam Vinatieri,47,Y,N
25,2012-11-18,HOU,JAX,W 43-37,Shayne Graham,47,N,N
26,2012-11-22,DET,HOU,L 31-34,Jason Hanson,47,N,N
27,2012-11-25,DEN,KAN,W 17-9,Matt Prater,47,N,N
28,2012-11-25,CHI,MIN,W 28-10,Robbie Gould,47,Y,N
29,2012-11-25,SDG,BAL,L 13-16,Nick Novak,47,Y,N
30,2012-12-02,DEN,TAM,W 31-23,Matt Prater,47,N,N
31,2012-12-02,GNB,MIN,W 23-14,Mason Crosby,47,Y,N
32,2012-12-23,KAN,IND,L 13-20,Ryan Succop,47,Y,N
33,2012-12-23,KAN,IND,L 13-20,Ryan Succop,47,Y,N
34,2012-12-23,DAL,NOR,L 31-34,Dan Bailey,47,Y,N
35,2012-12-30,NYJ,BUF,L 9-28,Nick Folk,47,Y,N
36,2012-12-30,CIN,BAL,W 23-17,Josh Brown,47,Y,N
37,2013-01-05,CIN,HOU,L 13-19,Josh Brown,47,Y,N
38,2013-01-06,IND,BAL,L 9-24,Adam Vinatieri,47,Y,N
39,2013-01-12,BAL,DEN,W 38-35,Justin Tucker,47,Y,N
1,2012-09-09,STL,DET,L 23-27,Greg Zuerlein,46,Y,N
2,2012-09-10,BAL,CIN,W 44-13,Justin Tucker,46,Y,N
3,2012-09-16,NWE,ARI,L 18-20,Stephen Gostkowski,46,Y,N
4,2012-09-23,STL,CHI,L 6-23,Greg Zuerlein,46,Y,N
5,2012-09-30,ARI,MIA,W 24-21,Jay Feely,46,Y,N
6,2012-09-30,MIN,DET,W 20-13,Blair Walsh,46,N,N
7,2012-10-07,MIA,CIN,W 17-13,Dan Carpenter,46,Y,N
8,2012-10-14,DET,PHI,W 26-23,Jason Hanson,46,Y,N
9,2012-11-04,ATL,DAL,W 19-13,Matt Bryant,46,Y,N
10,2012-11-04,CIN,DEN,L 23-31,Mike Nugent,46,N,N
11,2012-11-04,HOU,BUF,W 21-9,Shayne Graham,46,N,Y
12,2012-11-12,KAN,PIT,L 13-16,Ryan Succop,46,Y,N
13,2012-11-22,DET,HOU,L 31-34,Jason Hanson,46,Y,N
14,2012-11-25,CHI,MIN,W 28-10,Robbie Gould,46,Y,N
15,2012-12-02,NYJ,ARI,W 7-6,Nick Folk,46,N,N
16,2012-12-02,PIT,BAL,W 23-20,Shaun Suisham,46,Y,N
17,2012-12-02,CHI,SEA,L 17-23,Robbie Gould,46,Y,N
18,2012-12-09,DET,GNB,L 20-27,Jason Hanson,46,Y,N
19,2012-12-16,HOU,IND,W 29-17,Shayne Graham,46,Y,N
20,2012-12-17,TEN,NYJ,W 14-10,Rob Bironas,46,N,Y
21,2012-12-23,MIA,BUF,W 24-10,Nate Kaeding,46,N,Y
22,2012-12-30,BUF,NYJ,W 28-9,Rian Lindell,46,N,N
1,2012-09-09,PHI,CLE,W 17-16,Alex Henery,45,N,N
2,2012-09-09,WAS,NOR,W 40-32,Billy Cundiff,45,Y,N
3,2012-09-09,DET,STL,W 27-23,Jason Hanson,45,Y,N
4,2012-09-10,SDG,OAK,W 22-14,Nate Kaeding,45,Y,N
5,2012-09-13,CHI,GNB,L 10-23,Robbie Gould,45,Y,N
6,2012-09-16,PIT,NYJ,W 27-10,Shaun Suisham,45,Y,N
7,2012-09-16,PIT,NYJ,W 27-10,Shaun Suisham,45,Y,N
8,2012-09-16,TAM,NYG,L 34-41,Connor Barth,45,Y,N
9,2012-09-16,IND,MIN,W 23-20,Adam Vinatieri,45,Y,N
10,2012-09-23,KAN,NOR,W 27-24,Ryan Succop,45,Y,N
11,2012-09-27,BAL,CLE,W 23-16,Justin Tucker,45,Y,N
12,2012-09-30,SDG,KAN,W 37-20,Nick Novak,45,Y,N
13,2012-10-14,DET,PHI,W 26-23,Jason Hanson,45,Y,N
14,2012-10-21,WAS,NYG,L 23-27,Kai Forbath,45,Y,N
15,2012-10-21,JAX,OAK,L 23-26,Josh Scobee,45,Y,N
16,2012-10-28,CAR,CHI,L 22-23,Justin Medlock,45,Y,N
17,2012-10-28,TEN,IND,L 13-19,Rob Bironas,45,N,N
18,2012-10-28,WAS,PIT,L 12-27,Kai Forbath,45,Y,N
19,2012-11-04,ATL,DAL,W 19-13,Matt Bryant,45,Y,N
20,2012-11-11,TAM,SDG,W 34-24,Connor Barth,45,Y,N
21,2012-11-22,HOU,DET,W 34-31,Shayne Graham,45,Y,N
22,2012-11-26,PHI,CAR,L 22-30,Alex Henery,45,Y,N
23,2012-11-29,ATL,NOR,W 23-13,Matt Bryant,45,Y,N
24,2012-12-02,BAL,PIT,L 20-23,Justin Tucker,45,Y,N
25,2012-12-16,DEN,BAL,W 34-17,Matt Prater,45,N,N
26,2012-12-16,BAL,DEN,L 17-34,Justin Tucker,45,Y,N
27,2012-12-23,WAS,PHI,W 27-20,Kai Forbath,45,Y,N
28,2012-12-23,MIA,BUF,W 24-10,Nate Kaeding,45,Y,N
29,2012-12-30,BAL,CIN,L 17-23,Justin Tucker,45,N,N
1,2012-09-23,JAX,IND,W 22-17,Josh Scobee,44,Y,N
2,2012-10-07,SEA,CAR,W 16-12,Stephen Hauschka,44,Y,N
3,2012-10-14,CIN,CLE,L 24-34,Mike Nugent,44,Y,N
4,2012-10-28,IND,TEN,W 19-13,Adam Vinatieri,44,Y,N
5,2012-11-04,GNB,ARI,W 31-17,Mason Crosby,44,N,N
6,2012-11-08,JAX,IND,L 10-27,Josh Scobee,44,N,N
7,2012-11-18,NYJ,STL,W 27-13,Nick Folk,44,N,N
8,2012-11-18,DAL,CLE,W 23-20,Dan Bailey,44,Y,N
9,2012-12-02,MIA,NWE,L 16-23,Dan Carpenter,44,Y,N
10,2012-12-09,NYJ,JAX,W 17-10,Nick Folk,44,Y,N
11,2012-12-16,WAS,CLE,W 38-21,Kai Forbath,44,Y,N
12,2012-12-30,DET,CHI,L 24-26,Jason Hanson,44,Y,N
13,2012-12-30,SFO,ARI,W 27-13,David Akers,44,N,N
1,2012-09-09,CLE,PHI,L 16-17,Phil Dawson,43,Y,N
2,2012-09-09,SFO,GNB,W 30-22,David Akers,43,Y,N
3,2012-09-23,KAN,NOR,W 27-24,Ryan Succop,43,Y,N
4,2012-09-23,OAK,PIT,W 34-31,Sebastian Janikowski,43,Y,N
5,2012-09-23,SFO,MIN,L 13-24,David Akers,43,N,Y
6,2012-09-30,DEN,OAK,W 37-6,Matt Prater,43,Y,N
7,2012-10-01,CHI,DAL,W 34-18,Robbie Gould,43,Y,N
8,2012-10-14,ATL,OAK,W 23-20,Matt Bryant,43,N,N
9,2012-10-14,DAL,BAL,L 29-31,Dan Bailey,43,Y,N
10,2012-10-14,SFO,NYG,L 3-26,David Akers,43,N,N
11,2012-10-21,STL,GNB,L 20-30,Greg Zuerlein,43,Y,N
12,2012-10-21,NWE,NYJ,W 29-26,Stephen Gostkowski,43,Y,N
13,2012-10-21,WAS,NYG,L 23-27,Kai Forbath,43,Y,N
14,2012-10-21,NYJ,NWE,L 26-29,Nick Folk,43,Y,N
15,2012-10-21,NYJ,NWE,L 26-29,Nick Folk,43,Y,N
16,2012-10-28,NYG,DAL,W 29-24,Lawrence Tynes,43,Y,N
17,2012-10-28,ATL,PHI,W 30-17,Matt Bryant,43,Y,N
18,2012-10-28,CAR,CHI,L 22-23,Justin Medlock,43,Y,N
19,2012-10-28,SDG,CLE,L 6-7,Nick Novak,43,Y,N
20,2012-10-29,SFO,ARI,W 24-3,David Akers,43,Y,N
21,2012-11-04,ATL,DAL,W 19-13,Matt Bryant,43,N,N
22,2012-11-04,DEN,CIN,W 31-23,Matt Prater,43,Y,N
23,2012-11-04,IND,MIA,W 23-20,Adam Vinatieri,43,Y,N
24,2012-11-04,BAL,CLE,W 25-15,Justin Tucker,43,Y,N
25,2012-11-11,DEN,CAR,W 36-14,Matt Prater,43,N,N
26,2012-11-11,CAR,DEN,L 14-36,Justin Medlock,43,N,N
27,2012-11-11,NWE,BUF,W 37-31,Stephen Gostkowski,43,Y,N
28,2012-11-18,JAX,HOU,L 37-43,Josh Scobee,43,Y,N
29,2012-11-25,BAL,SDG,W 16-13,Justin Tucker,43,Y,N
30,2012-11-25,MIA,SEA,W 24-21,Dan Carpenter,43,Y,N
31,2012-11-25,NYG,GNB,W 38-10,Lawrence Tynes,43,Y,N
32,2012-12-02,PHI,DAL,L 33-38,Alex Henery,43,Y,N
33,2012-12-02,NWE,MIA,W 23-16,Stephen Gostkowski,43,Y,N
34,2012-12-02,PHI,DAL,L 33-38,Alex Henery,43,Y,N
35,2012-12-03,NYG,WAS,L 16-17,Lawrence Tynes,43,N,N
36,2012-12-06,DEN,OAK,W 26-13,Matt Prater,43,Y,N
37,2012-12-16,GNB,CHI,W 21-13,Mason Crosby,43,N,N
38,2012-12-23,CIN,PIT,W 13-10,Josh Brown,43,Y,N
39,2012-12-23,JAX,NWE,L 16-23,Josh Scobee,43,N,N
40,2012-12-23,KAN,IND,L 13-20,Ryan Succop,43,N,N
41,2012-12-30,SEA,STL,W 20-13,Stephen Hauschka,43,Y,N
42,2012-12-30,SFO,ARI,W 27-13,David Akers,43,Y,N
43,2012-12-30,CHI,DET,W 26-24,Olindo Mare,43,N,N
1,2012-09-09,MIN,JAX,W 26-23,Blair Walsh,42,Y,N
2,2012-09-09,CLE,PHI,L 16-17,Phil Dawson,42,Y,N
3,2012-09-09,PHI,CLE,W 17-16,Alex Henery,42,Y,N
4,2012-09-16,NWE,ARI,L 18-20,Stephen Gostkowski,42,N,N
5,2012-09-16,STL,WAS,W 31-28,Greg Zuerlein,42,Y,N
6,2012-09-17,ATL,DEN,W 27-21,Matt Bryant,42,Y,N
7,2012-09-30,NWE,BUF,W 52-28,Stephen Gostkowski,42,N,N
8,2012-10-07,CIN,MIA,L 13-17,Mike Nugent,42,Y,N
9,2012-10-07,MIN,TEN,W 30-7,Blair Walsh,42,Y,N
10,2012-10-08,HOU,NYJ,W 23-17,Shayne Graham,42,Y,N
11,2012-10-14,DAL,BAL,L 29-31,Dan Bailey,42,Y,N
12,2012-10-14,MIA,STL,W 17-14,Dan Carpenter,42,Y,N
13,2012-10-14,SFO,NYG,L 3-26,David Akers,42,Y,N
14,2012-10-21,PIT,CIN,W 24-17,Shaun Suisham,42,Y,N
15,2012-10-21,TAM,NOR,L 28-35,Connor Barth,42,N,N
16,2012-10-21,BUF,TEN,L 34-35,Rian Lindell,42,Y,N
17,2012-10-21,PIT,CIN,W 24-17,Shaun Suisham,42,Y,N
18,2012-10-28,MIA,NYJ,W 30-9,Dan Carpenter,42,Y,N
19,2012-10-28,KAN,OAK,L 16-26,Ryan Succop,42,Y,N
20,2012-11-04,DET,JAX,W 31-14,Jason Hanson,42,Y,N
21,2012-11-11,HOU,CHI,W 13-6,Shayne Graham,42,Y,N
22,2012-11-15,BUF,MIA,W 19-14,Rian Lindell,42,Y,N
23,2012-11-18,HOU,JAX,W 43-37,Shayne Graham,42,Y,N
24,2012-11-18,PHI,WAS,L 6-31,Alex Henery,42,Y,N
25,2012-11-25,TEN,JAX,L 19-24,Rob Bironas,42,N,N
26,2012-11-25,TAM,ATL,L 23-24,Connor Barth,42,Y,N
27,2012-12-02,KAN,CAR,W 27-21,Ryan Succop,42,Y,N
28,2012-12-02,PIT,BAL,W 23-20,Shaun Suisham,42,Y,N
29,2012-12-02,MIN,GNB,L 14-23,Blair Walsh,42,N,N
30,2012-12-02,MIA,NWE,L 16-23,Dan Carpenter,42,Y,N
31,2012-12-16,GNB,CHI,W 21-13,Mason Crosby,42,N,N
32,2012-12-16,MIN,STL,W 36-22,Blair Walsh,42,Y,N
33,2012-12-23,WAS,PHI,W 27-20,Kai Forbath,42,Y,N
34,2012-12-23,JAX,NWE,L 16-23,Josh Scobee,42,Y,N
35,2012-12-23,BUF,MIA,L 10-24,Rian Lindell,42,Y,N
36,2012-12-30,DEN,KAN,W 38-3,Matt Prater,42,Y,N
37,2012-12-30,CAR,NOR,W 44-38,Graham Gano,42,Y,N
38,2012-12-30,TAM,ATL,W 22-17,Connor Barth,42,Y,N
1,2012-09-09,ATL,KAN,W 40-24,Matt Bryant,41,Y,N
2,2012-09-09,DET,STL,W 27-23,Jason Hanson,41,Y,N
3,2012-09-09,WAS,NOR,W 40-32,Billy Cundiff,41,Y,N
4,2012-09-10,SDG,OAK,W 22-14,Nate Kaeding,41,Y,N
5,2012-09-16,DET,SFO,L 19-27,Jason Hanson,41,Y,N
6,2012-09-23,HOU,DEN,W 31-25,Shayne Graham,41,Y,N
7,2012-09-23,MIA,NYJ,L 20-23,Dan Carpenter,41,Y,N
8,2012-09-23,TEN,DET,W 44-41,Rob Bironas,41,N,N
9,2012-09-23,SDG,ATL,L 3-27,Nate Kaeding,41,Y,N
10,2012-09-30,WAS,TAM,W 24-22,Billy Cundiff,41,Y,N
11,2012-09-30,ATL,CAR,W 30-28,Matt Bryant,41,Y,N
12,2012-09-30,WAS,TAM,W 24-22,Billy Cundiff,41,N,N
13,2012-10-07,CLE,NYG,L 27-41,Phil Dawson,41,Y,N
14,2012-10-07,CIN,MIA,L 13-17,Mike Nugent,41,N,N
15,2012-10-14,ATL,OAK,W 23-20,Matt Bryant,41,Y,N
16,2012-10-14,CLE,CIN,W 34-24,Phil Dawson,41,Y,N
17,2012-10-28,NYG,DAL,W 29-24,Lawrence Tynes,41,Y,N
18,2012-10-28,CHI,CAR,W 23-22,Robbie Gould,41,Y,N
19,2012-11-01,KAN,SDG,L 13-31,Ryan Succop,41,Y,N
20,2012-11-04,CIN,DEN,L 23-31,Mike Nugent,41,Y,N
21,2012-11-04,CLE,BAL,L 15-25,Phil Dawson,41,Y,N
22,2012-11-08,IND,JAX,W 27-10,Adam Vinatieri,41,Y,N
23,2012-11-11,DET,MIN,L 24-34,Jason Hanson,41,Y,N
24,2012-11-11,SFO,STL,T 24-24,David Akers,41,N,N
25,2012-11-11,BUF,NWE,L 31-37,Rian Lindell,41,Y,N
26,2012-11-18,PHI,WAS,L 6-31,Alex Henery,41,Y,N
27,2012-11-18,BAL,PIT,W 13-10,Justin Tucker,41,N,N
28,2012-11-25,JAX,TEN,W 24-19,Josh Scobee,41,Y,N
29,2012-11-26,PHI,CAR,L 22-30,Alex Henery,41,Y,N
30,2012-12-02,CLE,OAK,W 20-17,Phil Dawson,41,Y,N
31,2012-12-02,PIT,BAL,W 23-20,Shaun Suisham,41,Y,N
32,2012-12-09,CAR,ATL,W 30-20,Graham Gano,41,Y,N
33,2012-12-09,GNB,DET,W 27-20,Mason Crosby,41,Y,N
34,2012-12-16,BUF,SEA,L 17-50,Rian Lindell,41,Y,N
35,2012-12-16,NWE,SFO,L 34-41,Stephen Gostkowski,41,Y,N
36,2012-12-16,DET,ARI,L 10-38,Jason Hanson,41,Y,N
37,2012-12-16,OAK,KAN,W 15-0,Sebastian Janikowski,41,Y,N
38,2012-12-23,DEN,CLE,W 34-12,Matt Prater,41,Y,N
39,2012-12-23,JAX,NWE,L 16-23,Josh Scobee,41,Y,N
40,2012-12-23,CIN,PIT,W 13-10,Josh Brown,41,Y,N
41,2012-12-23,MIN,HOU,W 23-6,Blair Walsh,41,Y,N
42,2012-12-30,MIA,NWE,L 0-28,Nate Kaeding,41,N,N
43,2012-12-30,PIT,CLE,W 24-10,Shaun Suisham,41,Y,N
1,2012-09-09,TAM,CAR,W 16-10,Connor Barth,40,Y,N
2,2012-09-09,KAN,ATL,L 24-40,Ryan Succop,40,N,N
3,2012-09-09,SFO,GNB,W 30-22,David Akers,40,Y,N
4,2012-09-09,HOU,MIA,W 30-10,Shayne Graham,40,Y,N
5,2012-09-10,BAL,CIN,W 44-13,Justin Tucker,40,Y,N
6,2012-09-16,DET,SFO,L 19-27,Jason Hanson,40,Y,N
7,2012-09-16,DET,SFO,L 19-27,Jason Hanson,40,N,N
8,2012-09-23,NOR,KAN,L 24-27,Garrett Hartley,40,Y,N
9,2012-09-23,PHI,ARI,L 6-27,Alex Henery,40,Y,N
10,2012-09-24,GNB,SEA,L 12-14,Mason Crosby,40,Y,N
11,2012-09-30,ATL,CAR,W 30-28,Matt Bryant,40,Y,N
12,2012-09-30,SFO,NYJ,W 34-0,David Akers,40,N,N
13,2012-09-30,SFO,NYJ,W 34-0,David Akers,40,Y,N
14,2012-09-30,DET,MIN,L 13-20,Jason Hanson,40,Y,N
15,2012-10-04,ARI,STL,L 3-17,Jay Feely,40,N,N
16,2012-10-07,NYG,CLE,W 41-27,Lawrence Tynes,40,Y,N
17,2012-10-11,TEN,PIT,W 26-23,Rob Bironas,40,Y,N
18,2012-10-14,NYG,SFO,W 26-3,Lawrence Tynes,40,N,Y
19,2012-10-21,OAK,JAX,W 26-23,Sebastian Janikowski,40,Y,N
20,2012-10-21,JAX,OAK,L 23-26,Josh Scobee,40,Y,N
21,2012-10-25,TAM,MIN,W 36-17,Connor Barth,40,Y,N
22,2012-11-04,CHI,TEN,W 51-20,Robbie Gould,40,Y,N
23,2012-11-04,SEA,MIN,W 30-20,Stephen Hauschka,40,Y,N
24,2012-11-08,JAX,IND,L 10-27,Josh Scobee,40,Y,N
25,2012-11-11,TAM,SDG,W 34-24,Connor Barth,40,Y,N
26,2012-11-11,PHI,DAL,L 23-38,Alex Henery,40,Y,N
27,2012-11-11,MIA,TEN,L 3-37,Dan Carpenter,40,Y,N
28,2012-11-18,CAR,TAM,L 21-27,Justin Medlock,40,N,N
29,2012-11-18,JAX,HOU,L 37-43,Josh Scobee,40,Y,N
30,2012-11-18,OAK,NOR,L 17-38,Sebastian Janikowski,40,Y,N
31,2012-11-18,TAM,CAR,W 27-21,Connor Barth,40,Y,N
32,2012-11-25,MIN,CHI,L 10-28,Blair Walsh,40,Y,N
33,2012-11-25,TEN,JAX,L 19-24,Rob Bironas,40,Y,N
34,2012-12-03,NYG,WAS,L 16-17,Lawrence Tynes,40,Y,N
